country,countrycode,year,rgdpna,rconna,rdana,pop,rgdpna_percapita,rconna_percapita,rdana_percapita,investment_percapita,investment,s,s_pct,s_pct_average,rgdpna_percapita_avg,pop_growth,,Country,s_avg,gdp_avg,pop_grow
Rwanda,RWA,1979,4767.262695,6142.974121,6117.027832,4.968073845,959.5796769,1236.490099,959.5796769,-276.9104222,-25.946289,-0.005442596865,-0.5442596865,,,3.421284253,,,,,
Rwanda,RWA,1980,5194.009766,6565.479004,6796.033203,5.140716076,1010.366978,1277.15262,1010.366978,-266.7856419,230.554199,0.04438848007,4.438848007,,,3.475033512,,,,,
Rwanda,RWA,1981,5476.366211,7341.231934,7463.490723,5.315032005,1030.354324,1381.220645,1030.354324,-350.8663205,122.258789,0.02232480157,2.232480157,,,3.390888087,,,,,
Rwanda,RWA,1982,5575.535156,7029.462891,7675.230469,5.489322186,1015.705577,1280.570288,1015.705577,-264.8647111,645.767578,0.1158216315,11.58216315,,,3.279193443,,,,,
Rwanda,RWA,1983,5908.829102,7490.65332,7933.308105,5.673614025,1041.457716,1320.261351,1041.457716,-278.8036357,442.654785,0.0749141289,7.49141289,,,3.357278599,,,,,
Rwanda,RWA,1984,5658.178223,7000.640625,7758.225098,5.881906033,961.9633825,1190.199331,961.9633825,-228.2359484,757.584473,0.1338919424,13.38919424,,,3.671240361,,,,,
Rwanda,RWA,1985,5907.46875,7350.638672,8192.644531,6.120107174,965.2557679,1201.063717,965.2557679,-235.8079493,842.005859,0.1425324271,14.25324271,,,4.049727073,,,,,
,,,,,,,,,,,,,,,Average,3.311426493,,,,,
Senegal,SEN,1970,11006.4082,9542.694336,11144.36719,4.25750494,2585.178022,2241.381859,2585.178022,343.7961634,1601.672854,0.1455218474,14.55218474,15.05685969,2446.079484,,,,,,
Senegal,SEN,1971,10992.85059,9662.720703,11344.81055,4.388457775,2504.946191,2201.84885,2504.946191,303.097342,1682.089847,0.1530167115,15.30167115,,,3.075811698,,,,,
Senegal,SEN,1972,11695.15625,9582.829102,11339.0498,4.525114059,2584.499771,2117.698908,2584.499771,466.800863,1756.220698,0.1501665015,15.01665015,,,3.113993366,,,,,
Senegal,SEN,1973,11041.65918,9542.879883,11264.56934,4.66444397,2367.197302,2045.877267,2367.197302,321.3200344,1721.689457,0.1559266981,15.59266981,,,3.079036444,,,,,
Senegal,SEN,1974,11505.34375,9888.746094,11608.66406,4.802348137,2395.774613,2059.148111,2395.774613,336.6265023,1719.917966,0.1494886205,14.94886205,,,2.956497449,,,,,
Senegal,SEN,1975,12373.05762,10670.21094,12507.84766,4.936209202,2506.591012,2161.620487,2506.591012,344.970525,1837.63672,0.1485192081,14.85192081,,,2.787408601,,,,,
Senegal,SEN,1976,13476.68164,11801.09473,13670.05469,5.064673901,2660.917939,2330.079875,2660.917939,330.8380644,1868.95996,0.1386810203,13.86810203,,,2.602497053,,,,,
Senegal,SEN,1977,13113.32617,11921.98145,13829.43359,5.189538956,2526.876912,2297.31033,2526.876912,229.5665819,1907.45214,0.1454590632,14.54590632,,,2.465411544,,,,,
Senegal,SEN,1978,12294.4209,12134.7627,14011.87793,5.315265179,2313.039987,2283.002313,2313.039987,30.0376735,1877.11523,0.1526802478,15.26802478,,,2.422685793,,,,,
Senegal,SEN,1979,13479.39355,12929.91406,14989.72266,5.448110104,2474.141178,2373.284279,2474.141178,100.8568989,2059.8086,0.1528116671,15.28116671,,,2.499309452,,,,,
Senegal,SEN,1980,13035.6709,12885.8877,14879.57813,5.592646122,2330.859242,2304.077072,2330.859242,26.78217014,1993.69043,0.1529411447,15.29411447,,,2.652956993,,,,,
Senegal,SEN,1981,12881.02246,13217.42773,15179.37793,5.750338078,2240.046113,2298.547938,2240.046113,-58.50182466,1961.9502,0.1523132349,15.23132349,,,2.819630503,,,,,
Senegal,SEN,1982,14856.95313,13776.40039,16058.19043,5.920059204,2509.595363,2327.071388,2509.595363,182.5239753,2281.79004,0.1535839832,15.35839832,,,2.95149822,,,,,
Senegal,SEN,1983,15180.52539,13902.01074,16271.2168,6.100494862,2488.408848,2278.833284,2488.408848,209.5755638,2369.20606,0.1560687789,15.60687789,,,3.047869148,,,,,
Senegal,SEN,1984,14572.63867,13656.5,15939.93359,6.289327145,2317.04256,2171.376951,2317.04256,145.6656092,2283.43359,0.156693214,15.6693214,,,3.095360086,,,,,
Senegal,SEN,1985,15123.4248,14795.41797,16991.72656,6.484737873,2332.156688,2281.575333,2332.156688,50.58135524,2196.30859,0.1452256099,14.52256099,,,3.107021204,,,,,
,,,,,,,,,,,,,,,Average,2.845132504,,,,,
Sierra Leone,SLE,1970,4992.904785,3898.777588,4179.818848,2.692259073,1854.540982,1448.143541,1854.540982,406.3974407,281.04126,0.05628812727,5.628812727,3.69579237,1806.652502,,,,,,
Sierra Leone,SLE,1971,5014.369141,4002.170898,4197.720215,2.745779037,1826.210002,1457.572093,1826.210002,368.6379091,195.549317,0.03899779045,3.899779045,,,1.987920276,,,,,
Sierra Leone,SLE,1972,5060.073242,4059.329102,4182.585938,2.803030968,1805.214891,1448.192741,1805.214891,357.022149,123.256836,0.02435870591,2.435870591,,,2.085088794,,,,,
Sierra Leone,SLE,1973,5236.359863,4126.064941,4358.118164,2.863739014,1828.504566,1440.796428,1828.504566,387.7081384,232.053223,0.0443157516,4.43157516,,,2.165800046,,,,,
Sierra Leone,SLE,1974,5419.175293,4471.535156,4773.496094,2.927468061,1851.147538,1527.441141,1851.147538,323.7063965,301.960938,0.05572082866,5.572082866,,,2.225379013,,,,,
Sierra Leone,SLE,1975,5419.175293,4685.480957,4883.204102,2.99387598,1810.086767,1565.021727,1810.086767,245.0650397,197.723145,0.03648583674,3.648583674,,,2.268442136,,,,,
Sierra Leone,SLE,1976,5380.000488,4645.688477,4790.876953,3.062956095,1756.473263,1516.733617,1756.473263,239.7396463,145.188476,0.02698670313,2.698670313,,,2.307380648,,,,,
Sierra Leone,SLE,1977,5425.704102,4635.081543,4760.540039,3.134799957,1730.797555,1478.589258,1730.797555,252.2082971,125.458496,0.02312298895,2.312298895,,,2.345572701,,,,,
Sierra Leone,SLE,1978,5634.63623,4830.37207,4972.30957,3.209263086,1755.741452,1505.134338,1755.741452,250.607114,141.9375,0.02519017985,2.519017985,,,2.375370997,,,,,
Sierra Leone,SLE,1979,5921.917969,5225.519043,5479.684082,3.286179066,1802.067949,1590.150426,1802.067949,211.9175225,254.165039,0.04291937854,4.291937854,,,2.396686652,,,,,
Sierra Leone,SLE,1980,6091.675293,5444.766113,5843.65625,3.365441084,1810.06743,1617.846213,1810.06743,192.2212167,398.890137,0.06548118831,6.548118831,,,2.4119811,,,,,
Sierra Leone,SLE,1981,6333.25293,5596.142578,5923.459473,3.445276976,1838.242026,1624.293959,1838.242026,213.9480678,327.316895,0.05168227112,5.168227112,,,2.372226701,,,,,
Sierra Leone,SLE,1982,6444.248047,5667.84668,5892.910156,3.52539897,1827.948582,1607.717801,1827.948582,220.2307806,225.063476,0.03492470717,3.492470717,,,2.325560312,,,,,
Sierra Leone,SLE,1983,6437.71875,5393.411621,5614.776367,3.608751059,1783.91877,1494.5369,1783.91877,289.3818698,221.364746,0.03438558822,3.438558822,,,2.364330668,,,,,
Sierra Leone,SLE,1984,6718.471191,5508.341309,5617.686035,3.699466944,1816.064664,1488.955407,1816.064664,327.1092566,109.344726,0.01627523925,1.627523925,,,2.513775085,,,,,
Sierra Leone,SLE,1985,6874.95752,5646.796387,5744.362305,3.799550056,1809.413593,1486.175022,1809.413593,323.2385716,97.565918,0.01419149394,1.419149394,,,2.705338729,,,,,
,,,,,,,,,,,,,,,Average,2.323390257,,,,,
South Africa,ZAF,1970,219734.6563,124557.9766,176555.8438,22.83945084,9620.837989,5453.632728,9620.837989,4167.205261,51997.8672,0.2366393544,23.66393544,22.61998529,9941.019601,,,,,,
South Africa,ZAF,1971,229137.1094,131147.1094,188667.5156,23.48281288,9757.651716,5584.812606,9757.651716,4172.83911,57520.4062,0.2510305133,25.10305133,,,2.81688927,,,,,
South Africa,ZAF,1972,232928.8438,135591.8594,184373.7656,24.14813614,9645.83115,5615.003105,9645.83115,4030.828046,48781.9062,0.2094283619,20.94283619,,,2.833234943,,,,,
South Africa,ZAF,1973,243578.4063,145089.0781,201635.6094,24.82969284,9809.96454,5843.369833,9809.96454,3966.594707,56546.5313,0.2321491965,23.21491965,,,2.822398781,,,,,
South Africa,ZAF,1974,258463.6563,153355.9375,220393.7031,25.51960373,10128.04349,6009.338512,10128.04349,4118.704973,67037.7656,0.2593701821,25.93701821,,,2.778571988,,,,,
South Africa,ZAF,1975,262845.5938,161434.7344,228567.75,26.21240425,10027.52709,6158.715273,10027.52709,3868.81182,67133.0156,0.2554085637,25.54085637,,,2.714777735,,,,,
South Africa,ZAF,1976,268759.5625,165328.9688,223059.8438,26.90434837,9989.447014,6145.064973,9989.447014,3844.382041,57730.875,0.2148049151,21.48049151,,,2.639758312,,,,,
South Africa,ZAF,1977,268506.6875,165598.5469,220181.9375,27.59729767,9729.455786,6000.534867,9729.455786,3728.920919,54583.3906,0.2032850321,20.32850321,,,2.575603358,,,,,
South Africa,ZAF,1978,276600.8438,167953.9375,220710.2813,28.29814911,9774.520684,5935.156283,9774.520684,3839.364401,52756.3438,0.1907309576,19.07309576,,,2.539565462,,,,,
South Africa,ZAF,1979,287085.5,172975.375,232120.1563,29.01704979,9893.683268,5961.163394,9893.683268,3932.519875,59144.7813,0.2060180027,20.60180027,,,2.54045124,,,,,
South Africa,ZAF,1980,306092.2813,188035.25,268583.375,29.76047134,10285.19602,6318.288708,10285.19602,3966.90731,80548.125,0.2631498078,26.31498078,,,2.562016316,,,,,
South Africa,ZAF,1981,322501.0938,199482.4531,289271.5,30.53295326,10562.39438,6533.349441,10562.39438,4029.044936,89789.0469,0.278414705,27.8414705,,,2.595664266,,,,,
South Africa,ZAF,1982,321264.75,205518.1406,273207.1875,31.33025932,10254.13632,6559.733148,10254.13632,3694.403172,67689.0469,0.2106955304,21.06955304,,,2.611296894,,,,,
South Africa,ZAF,1983,315332.4375,211136.1563,281707.0625,32.13970947,9811.303297,6569.323736,9811.303297,3241.979561,70570.9062,0.2237984356,22.37984356,,,2.583605012,,,,,
South Africa,ZAF,1984,331411.5,221912,292716.375,32.94358444,10059.97088,6736.121881,10059.97088,3323.848994,70804.375,0.2136448946,21.36448946,,,2.501189287,,,,,
South Africa,ZAF,1985,327396.625,217899.5781,273763,33.73014832,9706.349996,6460.083603,9706.349996,3246.266392,55863.4219,0.170629193,17.0629193,,,2.387608675,,,,,
,,,,,,,,,,,,,,,Average,2.633508769,,,,,
U.R. of Tanzania: Mainland,TZA,1970,18325.17969,9949.198242,13408.4248,13.60552883,1346.892129,731.2614134,1346.892129,615.6307155,3459.226558,0.1887690389,18.87690389,15.11915775,1367.873775,,,,,,
U.R. of Tanzania: Mainland,TZA,1971,19091.11523,10251.19238,14515.22363,14.04582405,1359.20222,729.8391567,1359.20222,629.3630633,4264.03125,0.2233516062,22.33516062,,,3.236149256,,,,,
U.R. of Tanzania: Mainland,TZA,1972,20374.83203,11481.16602,15190.63574,14.50661659,1404.519924,791.4434044,1404.519924,613.0765196,3709.46972,0.1820613645,18.20613645,,,3.28063728,,,,,
U.R. of Tanzania: Mainland,TZA,1973,20997.60156,11783.43164,15463.80078,14.98513126,1401.229071,786.3415699,1401.229071,614.8875015,3680.36914,0.1752756918,17.52756918,,,3.298595968,,,,,
U.R. of Tanzania: Mainland,TZA,1974,21522.54102,12710.74805,16645.45313,15.47729397,1390.588113,821.2513166,1390.588113,569.3367967,3934.70508,0.1828178688,18.28178688,,,3.284340333,,,,,
U.R. of Tanzania: Mainland,TZA,1975,22794.32813,13687.63379,17662.71289,15.9803009,1426.401685,856.5316683,1426.401685,569.8700167,3975.0791,0.1743889566,17.43889566,,,3.249966893,,,,,
U.R. of Tanzania: Mainland,TZA,1976,24249.84375,13021.7002,17127.74219,16.49330521,1470.28406,789.5142929,1470.28406,680.7697673,4106.04199,0.1693224102,16.93224102,,,3.210229352,,,,,
U.R. of Tanzania: Mainland,TZA,1977,24347.28125,12727.17773,17462.09375,17.01766968,1430.705949,747.8801722,1430.705949,682.8257769,4734.91602,0.1944741169,19.44741169,,,3.179256452,,,,,
U.R. of Tanzania: Mainland,TZA,1978,24641.83789,15014.15137,19583.60156,17.55549431,1403.653891,855.2394541,1403.653891,548.4144365,4569.45019,0.185434634,18.5434634,,,3.160389408,,,,,
U.R. of Tanzania: Mainland,TZA,1979,25467.26367,14948.16309,19865.64844,18.10988426,1406.263193,825.414612,1406.263193,580.8485813,4917.48535,0.1930904479,19.30904479,,,3.157928454,,,,,
U.R. of Tanzania: Mainland,TZA,1980,26228.85156,16014.49121,20428.51367,18.68315697,1403.87685,857.1619473,1403.87685,546.714903,4414.02246,0.1682888193,16.82888193,,,3.165523875,,,,,
U.R. of Tanzania: Mainland,TZA,1981,26096.69336,14889.23047,18368.73633,19.27710724,1353.766052,772.3788785,1353.766052,581.3871734,3479.50586,0.1333312927,13.33312927,,,3.179068029,,,,,
U.R. of Tanzania: Mainland,TZA,1982,26251.25,15290.08984,18140.28125,19.89154816,1319.718797,768.6726904,1319.718797,551.0461062,2850.19141,0.1085735502,10.85735502,,,3.18741247,,,,,
U.R. of Tanzania: Mainland,TZA,1983,25627.42188,15851.91797,17650.56836,20.52466583,1248.615792,772.3350091,1248.615792,476.2807829,1798.65039,0.07018460142,7.018460142,,,3.182847634,,,,,
U.R. of Tanzania: Mainland,TZA,1984,26494.28711,16628.15039,17750.89648,21.17360306,1251.288552,785.3245545,1251.288552,465.9639973,1122.74609,0.04237691263,4.237691263,,,3.161743219,,,,,
U.R. of Tanzania: Mainland,TZA,1985,27710.58789,17531.79883,18288.96094,21.83699989,1268.974128,802.8483271,1268.974128,466.1258008,757.16211,0.02732392806,2.732392806,,,3.133131513,,,,,
,,,,,,,,,,,,,,,Average,3.204481342,,,,,
Togo,TGO,1970,3935.126221,2942.582764,3728.664795,2.115521908,1860.120761,1390.948849,1860.120761,469.1719113,786.082031,0.1997603093,19.97603093,30.01231807,1762.483534,,,,,,
Togo,TGO,1971,4217.470703,3068.695313,4001.001709,2.185662031,1929.607891,1404.011814,1929.607891,525.5960774,932.306396,0.2210581796,22.10581796,,,3.315499723,,,,,
Togo,TGO,1972,4364.074219,3188.993164,4191.768066,2.247581959,1941.675231,1418.855117,1941.675231,522.8201135,1002.774902,0.2297795252,22.97795252,,,2.833005612,,,,,
Togo,TGO,1973,4182.244629,3033.843994,4064.273438,2.303344965,1815.72656,1317.147036,1815.72656,498.5795235,1030.429444,0.2463819158,24.63819158,,,2.481022139,,,,,
Togo,TGO,1974,4360.041016,3034.417725,4082.175293,2.356621981,1850.123207,1287.613266,1850.123207,562.5099408,1047.757568,0.2403091081,24.03091081,,,2.313028088,,,,,
Togo,TGO,1975,4332.989746,3291.850586,4716.779785,2.410445929,1797.588444,1365.660414,1797.588444,431.9280294,1424.929199,0.3288558899,32.88558899,,,2.283944919,,,,,
Togo,TGO,1976,4312.553223,3228.323975,4433.396973,2.464454889,1749.901466,1309.954582,1749.901466,439.9468835,1205.072998,0.2794337683,27.94337683,,,2.240621096,,,,,
Togo,TGO,1977,4552.303711,3661.960449,5543.099609,2.518565893,1807.498356,1453.986358,1807.498356,353.5119984,1881.13916,0.4132279565,41.32279565,,,2.195658125,,,,,
Togo,TGO,1978,5011.045898,3861.752197,6194.754883,2.576468945,1944.927731,1498.854548,1944.927731,446.0731821,2333.002686,0.465572005,46.5572005,,,2.299048524,,,,,
Togo,TGO,1979,5311.137695,3861.253174,6400.046387,2.642846107,2009.62806,1461.020815,2009.62806,548.6072447,2538.793213,0.4780130659,47.80130659,,,2.576284186,,,,,
Togo,TGO,1980,5070.472656,3751.537598,5860.336914,2.720839024,1863.569513,1378.816448,1863.569513,484.7530656,2108.799316,0.4158979762,41.58979762,,,2.951095669,,,,,
Togo,TGO,1981,4756.55957,3771.369629,5349.449707,2.812038898,1691.498497,1341.151302,1691.498497,350.3471953,1578.080078,0.3317692241,33.17692241,,,3.3519026,,,,,
Togo,TGO,1982,4580.208008,4089.306641,5481.38623,2.915066004,1571.219314,1402.817856,1571.219314,168.4014586,1392.079589,0.3039337049,30.39337049,,,3.663786659,,,,,
Togo,TGO,1983,4344.037598,3855.325195,5000.061035,3.026237965,1435.458033,1273.966304,1435.458033,161.4917296,1144.73584,0.263518861,26.3518861,,,3.813703046,,,,,
Togo,TGO,1984,4599.51416,3954.79126,4744.469727,3.140237093,1464.702831,1259.392569,1464.702831,205.3102619,789.678467,0.1716873651,17.16873651,,,3.76702458,,,,,
Togo,TGO,1985,4770.485352,4210.874023,5225.899902,3.252994061,1466.490643,1294.461024,1466.490643,172.029619,1015.025879,0.2127720356,21.27720356,,,3.590715117,,,,,
,,,,,,,,,,,,,,,Average,2.911756006,,,,,
Uganda,UGA,1970,11673.57031,10513.74512,12018.34961,9.446063995,1235.813172,1113.029207,1235.813172,122.7839649,1504.60449,0.1288898298,12.88898298,12.79078824,983.1762516,,,,,,
Uganda,UGA,1971,11993.39355,10802.04395,12347.66406,9.720398903,1233.837589,1111.275788,1233.837589,122.5618014,1545.62011,0.128872625,12.8872625,,,2.904224534,,,,,
Uganda,UGA,1972,11993.39355,10801.92773,12347.1416,9.988380432,1200.734557,1081.44937,1200.734557,119.2851862,1545.21387,0.1288387531,12.88387531,,,2.756898474,,,,,
Uganda,UGA,1973,11993.39355,10801.4082,12347.68457,10.25642872,1169.353766,1053.135404,1169.353766,116.2183624,1546.27637,0.1289273435,12.89273435,,,2.683601109,,,,,
Uganda,UGA,1974,11993.39355,10802.79395,12347.93945,10.5337162,1138.571927,1025.544428,1138.571927,113.0274993,1545.1455,0.1288330524,12.88330524,,,2.703548063,,,,,
Uganda,UGA,1975,11833.48242,10657.55664,12181.2793,10.82714653,1092.945624,984.3366034,1092.945624,108.6090206,1523.72266,0.1287636729,12.87636729,,,2.785629729,,,,,
Uganda,UGA,1976,11833.48242,10655.85254,12183.17773,11.13983345,1062.267445,956.5540264,1062.267445,105.7134189,1527.32519,0.1290681083,12.90681083,,,2.887990101,,,,,
Uganda,UGA,1977,11993.39355,10806.93164,12350.72852,11.47086716,1045.552475,942.1198493,1045.552475,103.4326258,1543.79688,0.1287206055,12.87206055,,,2.971621717,,,,,
Uganda,UGA,1978,11513.6582,10365.99414,11847.37012,11.81830692,974.2223043,877.1132964,974.2223043,97.1090079,1481.37598,0.1286624941,12.86624941,,,3.028888358,,,,,
Uganda,UGA,1979,10074.45117,9067.473633,10371.52246,12.17854404,827.2295224,744.5449639,827.2295224,82.68455849,1304.048827,0.129441178,12.9441178,,,3.04812798,,,,,
Uganda,UGA,1980,9731.942383,8786.037109,10034.61816,12.54953957,775.4820269,700.1083235,775.4820269,75.37370345,1248.581051,0.1282972095,12.82972095,,,3.046304458,,,,,
Uganda,UGA,1981,10107.53418,9076.554688,10376.69238,12.93020916,781.6992018,701.9650321,781.6992018,79.73416974,1300.137692,0.1286305511,12.86305511,,,3.033335111,,,,,
Uganda,UGA,1982,10895.21777,9796.500977,11237.88281,13.32333183,817.754741,735.289123,817.754741,82.46561799,1441.381833,0.132294908,13.2294908,,,3.040342698,,,,,
Uganda,UGA,1983,11586.5166,10544.91895,11972.32617,13.73527145,843.5593459,767.7255589,843.5593459,75.83378703,1427.40722,0.1231955444,12.31955444,,,3.091866398,,,,,
Uganda,UGA,1984,11051.2832,10297.97852,11641.20703,14.17446995,779.6611259,726.5159513,779.6611259,53.14517457,1343.22851,0.1215450266,12.15450266,,,3.197596069,,,,,
Uganda,UGA,1985,11016.24121,10056.25879,11417.2627,14.64662361,752.1352022,686.5922862,752.1352022,65.54291593,1361.00391,0.1235452169,12.35452169,,,3.331014575,,,,,
,,,,,,,,,,,,,,,Average,2.967399292,,,,,
Zambia,ZMB,1970,14311.98047,13097.23145,14784.78613,4.173927784,3428.899878,3137.867287,3428.899878,291.0325916,1687.55468,0.1179120307,11.79120307,7.254685993,2983.614061,,,,,,
Zambia,ZMB,1971,14619.74512,13527.99805,15371.08594,4.31774807,3385.965296,3133.11426,3385.965296,252.8510354,1843.08789,0.126068401,12.6068401,,,3.445682183,,,,,
Zambia,ZMB,1972,16062.50684,14073.68652,15978.8584,4.469894886,3593.48648,3148.549771,3593.48648,444.936709,1905.17188,0.118609872,11.8609872,,,3.5237539,,,,,
Zambia,ZMB,1973,15809.88965,13451.33984,15258.2207,4.629402161,3415.103959,2905.632169,3415.103959,509.471791,1806.88086,0.1142880121,11.42880121,,,3.568479328,,,,,
Zambia,ZMB,1974,16348.92383,14286.17871,16456.48438,4.794754028,3409.752353,2979.543607,3409.752353,430.2087465,2170.30567,0.1327491456,13.27491456,,,3.57177582,,,,,
Zambia,ZMB,1975,16245.74316,16020.35938,18074.04297,4.964830875,3272.164464,3226.7684,3272.164464,45.39606397,2053.68359,0.1264136439,12.64136439,,,3.547144358,,,,,
Zambia,ZMB,1976,16694.04883,15577.15039,16758.34766,5.13902998,3248.482475,3031.146043,3248.482475,217.336432,1181.19727,0.07075558973,7.075558973,,,3.50866141,,,,,
Zambia,ZMB,1977,16171.02539,14415.8584,15475.89355,5.317630768,3041.020728,2710.955128,3041.020728,330.0656,1060.03515,0.06555151108,6.555151108,,,3.475379375,,,,,
Zambia,ZMB,1978,16026.92676,14051.46875,15078.24023,5.501444817,2913.221398,2554.141542,2913.221398,359.0798555,1026.77148,0.0640654004,6.40654004,,,3.456690715,,,,,
Zambia,ZMB,1979,15393.60645,15069.08105,15425.56348,5.691749096,2704.547616,2647.530802,2704.547616,57.01681408,356.48243,0.02315782407,2.315782407,,,3.459169097,,,,,
Zambia,ZMB,1980,15996.68457,15249.38965,16146.36426,5.889229774,2716.260901,2589.369109,2716.260901,126.8917921,896.97461,0.05607253216,5.607253216,,,3.469595632,,,,,
Zambia,ZMB,1981,15865.03906,16640.57617,17391.79688,6.094205856,2603.298844,2730.556952,2603.298844,-127.2581085,751.22071,0.04735070031,4.735070031,,,3.480524447,,,,,
Zambia,ZMB,1982,16258.19531,15200.50977,15726.82617,6.305708885,2578.329512,2410.594914,2578.329512,167.7345972,526.3164,0.03237237528,3.237237528,,,3.470559315,,,,,
Zambia,ZMB,1983,16736.74414,14563.87793,14888.24609,6.521542072,2566.378313,2233.195427,2566.378313,333.1828862,324.36816,0.01938060099,1.938060099,,,3.422821937,,,,,
Zambia,ZMB,1984,16638.90039,14940.11328,15304.28223,6.738764763,2469.1321,2217.040334,2469.1321,252.091766,364.16895,0.02188659956,2.188659956,,,3.330848572,,,,,
Zambia,ZMB,1985,16635.3418,15866.13086,16267.30078,6.955212116,2391.780656,2281.185763,2391.780656,110.594893,401.16992,0.02411552013,2.411552013,,,3.211973716,,,,,
,,,,,,,,,,,,,,,Average,3.462870654,,,,,
Zimbabwe,ZWE,1970,7497.671875,3720.125977,4555.931152,5.175618172,1448.652436,718.7790624,1448.652436,729.8733741,835.805175,0.1114752938,11.14752938,10.15014823,1450.853513,,,,,,
Zimbabwe,ZWE,1971,8155.864746,4110.667969,5104.85791,5.351194859,1524.120306,768.1775897,1524.120306,755.9427163,994.189941,0.1218987774,12.18987774,,,3.39238099,,,,,
Zimbabwe,ZWE,1972,8845.536133,4410.861816,5473.286621,5.53587389,1597.857232,796.7778717,1597.857232,801.0793608,1062.424805,0.1201085823,12.01085823,,,3.451173726,,,,,
Zimbabwe,ZWE,1973,9111.674805,4540.527344,5775.862793,5.727044106,1590.990856,792.8221365,1590.990856,798.1687196,1235.335449,0.1355772101,13.55772101,,,3.453297886,,,,,
Zimbabwe,ZWE,1974,9340.611328,4803.965332,6499.962402,5.920942783,1577.554736,811.3514195,1577.554736,766.2033163,1695.99707,0.1815723843,18.15723843,,,3.385667605,,,,,
Zimbabwe,ZWE,1975,9426.461914,4891.744141,6355.177734,6.115369797,1541.437759,799.9097852,1541.437759,741.5279735,1463.433593,0.1552473883,15.52473883,,,3.283717157,,,,,
Zimbabwe,ZWE,1976,9352.057617,5064.885254,6072.315918,6.308300018,1482.50045,802.8922593,1482.50045,679.6081909,1007.430664,0.1077228889,10.77228889,,,3.154841447,,,,,
Zimbabwe,ZWE,1977,8768.269531,4730.941406,5528.329102,6.501893044,1348.571789,727.6252276,1348.571789,620.9465609,797.387696,0.09094014425,9.094014425,,,3.068862062,,,,,
Zimbabwe,ZWE,1978,8579.397461,5515.978027,5868.235352,6.70318222,1279.899185,822.8894644,1279.899185,457.0097207,352.257325,0.04105851566,4.105851566,,,3.095854925,,,,,
Zimbabwe,ZWE,1979,8905.631836,6049.091309,6432.306152,6.921790123,1286.608186,873.92007,1286.608186,412.6881163,383.214843,0.04303061816,4.303061816,,,3.261255562,,,,,
Zimbabwe,ZWE,1980,9847.132813,6184.668945,7049.378418,7.164172173,1374.496952,863.2775421,1374.496952,511.2194095,864.709473,0.0878133249,8.78133249,,,3.501724925,,,,,
Zimbabwe,ZWE,1981,11080.5293,7248.077637,8622.62793,7.431940079,1490.933617,975.2605053,1490.933617,515.6731112,1374.550293,0.1240509596,12.40509596,,,3.737597304,,,,,
Zimbabwe,ZWE,1982,11372.42285,7412.01123,8519.529297,7.72153616,1472.8187,959.9140736,1472.8187,512.9046265,1107.518067,0.09738628976,9.738628976,,,3.896641764,,,,,
Zimbabwe,ZWE,1983,11552.71094,8401.276367,8980.009766,8.027565002,1439.130164,1046.553515,1439.130164,392.5766496,578.733399,0.05009502982,5.009502982,,,3.963315533,,,,,
Zimbabwe,ZWE,1984,11332.35938,7087.283691,7910.976563,8.342194557,1358.438634,849.5706546,1358.438634,508.8679795,823.692872,0.07268502916,7.268502916,,,3.919364775,,,,,
Zimbabwe,ZWE,1985,12119.32813,7207.740723,8218.023438,8.658857346,1399.645201,832.4124576,1399.645201,567.2327434,1010.282715,0.08336128077,8.336128077,,,3.795917092,,,,,
,,,,,,,,,,,,,,,Average,3.490774183,,,,,
